"CountryName","SE.XPD.TOTL.GD.ZS","SE.PRM.ENRR.FE","SE.PRM.NENR.FE","SE.PRM.CMPT.ZS","LO.PISA.MAT","LO.PISA.MAT.FE","LO.PISA.MAT.MA","LO.PISA.REA","LO.PISA.REA.FE","LO.PISA.REA.MA","LO.PISA.SCI","LO.PISA.SCI.FE","LO.PISA.SCI.MA","SE.PRM.CMPT.FE.ZS","SE.PRM.CMPT.MA.ZS","SP.PRM.TOTL.FE.IN","SP.PRM.TOTL.MA.IN","SP.SEC.TOTL.IN","SP.SEC.TOTL.FE.IN","SP.SEC.TOTL.MA.IN","SP.PRM.TOTL.IN","SE.COM.DURS","NY.GDP.PCAP.CD","NY.GDP.PCAP.PP.CD","NY.GDP.MKTP.CD","NY.GNP.PCAP.PP.CD","NY.GNP.PCAP.CD","UIS.XGDP.1.FSGOV","UIS.X.PPP.1.FSGOV","UIS.X.US.1.FSGOV","UIS.XGDP.23.FSGOV","UIS.X.PPP.2T3.FSGOV","UIS.X.US.2T3.FSGOV","UIS.XGDP.56.FSGOV","UIS.X.PPP.5T8.FSGOV","UIS.X.US.5T8.FSGOV","SE.PRM.ENRR.MA","SE.PRM.ENRR","SE.SEC.ENRR","SE.SEC.ENRR.FE","SE.SEC.ENRR.MA","SE.TER.ENRR","SE.TER.ENRR.FE","SE.TER.ENRR.MA","HD.HCI.OVRL.MA","HD.HCI.OVRL.FE","HD.HCI.HLOS.FE","HD.HCI.HLOS.MA","HD.HCI.HLOS","HD.HCI.OVRL","HD.HCI.EYRS.FE","HD.HCI.EYRS.MA","HD.HCI.EYRS","HD.HCI.MORT","HD.HCI.MORT.MA","HD.HCI.MORT.FE","HD.HCI.AMRT.FE","HD.HCI.AMRT.MA","HD.HCI.AMRT","UIS.XUNIT.GDPCAP.1.FSGOV","UIS.XUNIT.PPP.1.FSGOV.FFNTR","UIS.XUNIT.US.1.FSGOV.FFNTR","UIS.XUNIT.GDPCAP.23.FSGOV","UIS.XUNIT.US.23.FSGOV.FFNTR","UIS.XUNIT.PPP.2T3.FSGOV.FFNTR","UIS.XUNIT.GDPCAP.5T8.FSGOV","UIS.XUNIT.US.5T8.FSGOV.FFNTR","UIS.XUNIT.PPP.5T8.FSGOV.FFNTR","IT.NET.USER.P2","SL.TLF.ADVN.ZS","SL.TLF.ADVN.MA.ZS","SL.TLF.ADVN.FE.ZS","SE.PRM.NENR.MA","SE.SEC.NENR","SE.PRM.NENR","SE.SEC.NENR.MA","SE.PRM.PRIV.ZS","SE.SEC.PRIV.ZS","SE.TER.PRIV.ZS","IT.CMP.PCMP.P2","UIS.SAP.CE","UIS.SAP.CE.F","UIS.SAP.CE.M","SP.POP.TOTL.FE.IN","SP.POP.TOTL.MA.IN","SP.POP.TOTL","SE.PRM.ENRL.TC.ZS","UIS.PTRHC.56","SE.SEC.ENRL.TC.ZS"
"Gambia, The",2.43275,102.46346,80.63495,69.27261,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.70182,66.87829,182642,185918,304846,151963,152883,368560,9,716.118488979126,2612.00099501428,1632823198.95828,2570,710,1.19228,39.34787,16.62211,0.70111,23.13833,9.77455,0.24189,7.98298,3.37233,93.64235,98.01438,50.12895,49.06649,51.18452,2.72461,2.24482,3.20948,NA,0.41,340,336,338,0.397,9.27,NA,8.96,0.9364,0.9316,0.9415,0.7716,0.716,0.7446,8.36129,132.2918,55.88532,14.01971,74.41489,213.07728,97.49279,465.72426,1466.65068,19.83645444,84.92919921875,90.25830078125,59.5578002929688,73.06389,NA,76.81635,NA,30.03428,NA,40.012,NA,511350,253728,257622,1183000,1164000,2348000,36.13813,23.15278,NA
"Georgia",3.84974,99.22566,98.19462,95.50823,397.586355244177,399.811432296501,395.546248571091,379.752540646346,399.472084892405,361.672279666354,382.663606351912,390.020392698051,375.918388741783,96.34048,94.76691,151654,167123,266170,125076,141094,318777,9,4717.14302573577,12004.5738332821,17599660629.0202,11500,4440,0.68105,209.24872,107.92321,0.63722,195.7794,100.9762,0.38798,154.39007,58.51245,98.09428,98.63084,105.97872,106.77726,105.27257,63.9155,68.11851,60.1599,0.554,0.643,455,435,445,0.614,12.66,12.31,12.48,0.9892,0.9879,0.9905,0.9233,0.7789,0.8519,8.84112,728.46777,375.71833,NA,NA,NA,10.02091,405.38776,1069.64996,63.96862952,72.1043014526367,80.2717971801758,65.7912979125977,97.60081,95.94754,96.43624,95.15542,10.33442,10.16457,34.76519,NA,441970,209064,232906,1947000,1774000,3721000,8.98194,7.44479,7.57537
"Germany",4.80093,104.1598,91.32272,98.80514,500.043780166766,496.24632135339,503.307917096999,498.279256429592,512.208992041903,486.305837710635,502.9889028235,503.565806085416,502.493020883778,99.11704,98.51218,1414821,1508580,7098011,3413020,3684991,2923401,13,47603.0276328757,53074.5401181641,3947620162502.96,54560,47090,0.62032,25501.27827,21681.36546,1.9807,81425.56826,69228.58865,1.24756,51286.58096,43604.21048,103.89301,104.02236,98.40928,95.2235,101.3858,70.24665,70.70689,69.81855,0.783,0.802,529,528,528,0.795,13.79,13.89,13.89,0.9963,0.9959,0.9966,0.953,0.9105,0.9313,17.44257,8707.56519,7403.23294,22.95939,9744.76071,11461.63303,33.58129,14253.06149,16764.22492,89.73912104,73.4419021606445,73.2751998901367,73.6661987304688,89.56259,85.29882,90.14286,85.86768,4.98722,9.53105,10.00171,NA,9995282,4823241,5172041,41908000,40898000,82806000,12.30285,7.59384,11.97424
"Ghana",3.98944,105.57795,86.60582,93.80911,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.60922,93.04157,2125154,2214615,4415450,2159750,2255700,4339769,11,2202.31216442504,4746.68499549277,65556464048.1539,4650,2130,0.9746,1062.96427,522.39855,1.66116,1811.76709,890.40104,0.82044,894.82638,439.76643,104.13462,104.84141,64.57235,64.53446,64.60864,15.69177,13.56528,17.72465,0.432,0.446,306,308,307,0.439,11.68,11.53,11.6,0.9507,0.9461,0.9556,0.7824,0.7422,0.763,5.8331,233.68476,114.84542,19.26578,379.31593,771.82314,55.08838,1084.61204,2206.94306,39,65.4306030273438,67.7897033691406,61.9948997497559,85.72872,57.24406,86.15823,56.6328,27.85281,15.49289,15.80417,NA,7729097,3784220,3944877,15002000,15416000,30418000,26.99486,26.51922,15.17269
"Gibraltar",NA,103.72301,NA,92.25806,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.88646,90.67797,1309,1372,1855,914,941,2681,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.37159,103.54403,117.47212,115.74973,119.14226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.44447158,NA,NA,NA,NA,93.83962,99.70191,96.0251,9.7036,7.45931,NA,NA,4578,2248,2330,NA,NA,34000,14.17,NA,15.04762
"Global Partnership for Education",NA,97.44532,NA,76.09351,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.6188,77.5177,117962403,121975916,232987742,114541967,118445775,239938319,NA,1324.30006947419,3185.18044395422,1745215268507.95,3156.66665785755,1266.1784457608,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.61546,100.07363,48.39618,46.32256,50.40145,11.85246,10.55103,13.12484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8950650745453,NA,NA,NA,NA,42.22265,NA,44.17809,16.15422,29.62035,NA,NA,316734352,155224318,161510034,656852481,660987266,1317839747,34.55041,NA,21.72743
"Greece",NA,99.56859,98.45671,96.76636,451.370343770282,451.20688820073,451.529217827735,457.414394703693,478.786282290375,436.641541838411,451.632741646629,457.35981927973,446.066188831023,95.91126,97.57852,307997,328168,637785,311401,326384,636165,10,20324.2535641478,29592.1524196167,218031844583.994,29670,19770,1.21452,3569.49929,2371.007,1.39983,4114.14738,2732.78447,0.7234,2105.87688,1422.13767,99.53925,99.55348,104.49627,101.36929,107.49952,136.60257,136.99724,136.23201,0.658,0.694,482,466,474,0.681,12.74,12.78,12.88,0.9947,0.9943,0.9951,0.9602,0.9152,0.9374,19.84831,5413.41633,3595.8119,22.448,4066.78364,6122.45402,9.15107,1662.54617,2461.86963,72.9520942,76.1411972045898,76.7574996948242,75.5559005737305,97.99765,93.34588,98.22037,94.04781,5.51963,4.31164,NA,NA,1053685,511016,542669,5446000,5250000,10696000,9.38027,38.7509,8.55985
"Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,48181.874188064,NA,2707146783.13056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.48246178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56025,NA,NA,NA
"Grenada",3.17043,105.998,NA,123.00123,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.85967,125.02994,6096,6437,7628,3726,3902,12533,12,10640.496760331,15557.5450365264,1185925925.92593,14100,9650,0.99297,16.22695,11.18963,0.86788,14.18272,9.77999,0.43056,7.03605,4.85185,107.65716,106.85076,120.11834,122.09989,118.21695,104.56188,116.22426,93.20107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.17698,1205.21,831.07766,10.89262,1107.08534,1605.47007,5.19902,528.40905,766.28683,59.07173536,NA,NA,NA,NA,87.72998,95.86628,92.51908,77.42327,63.10892,100,NA,19954,9726,10228,56000,56000,112000,16.35068,5.71252,12.81206
"Guam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35712.5621350321,NA,5.92e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.50546556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83000,84000,167000,NA,NA,NA
"Guatemala",2.92707,100.54267,87.03699,79.69038,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.41379,79.9555,1136018,1186274,1953851,957166,996685,2322292,16,4549.01008110721,8462.37400812193,78460447919.9915,8310,4400,1.62742,2371.14538,1276.87857,0.38571,561.97615,302.62813,0.40671,592.56936,319.10279,103.20519,101.90262,52.72243,51.43818,53.9577,21.78329,23.5579,20.04137,0.45,0.469,408,402,405,0.46,9.62,9.77,9.7,0.9724,0.9696,0.9754,0.8899,0.7909,0.8418,11.88315,1003.82258,540.56556,5.42101,246.60231,457.93699,18.05949,708.57742,1406.56318,65,82.0997009277344,88.6539001464844,74.258903503418,86.74199,43.77665,86.88631,44.54363,12.15461,63.00152,42.52415,NA,NA,NA,NA,8922000,8660000,17581000,20.26228,NA,10.49312
"Guinea",2.57251,82.36128,68.77121,59.66737,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.20039,67.98479,1019587,1032798,2067540,1023701,1043839,2052385,6,878.599613250501,2504.86974463305,10907214993.5687,2460,850,1.58589,517.82371,174.28563,0.53826,175.75349,59.15393,0.44498,145.29397,48.90207,100.52477,91.50917,39.33397,31.04083,47.48728,11.55931,6.99001,16.20156,0.377,0.352,397,417,408,0.374,6.17,7.72,6.95,0.9143,0.9092,0.9195,0.7634,0.7364,0.7501,6.81269,147.64788,49.93844,8.24883,64.93792,160.08216,89.67391,705.94713,1740.2704,18,NA,NA,NA,83.15577,32.20633,76.01588,38.73981,30.63966,39.3003,35.11612,NA,2013464,1000312,1013152,6605000,6166000,12771000,47.14862,18.70033,33.13554
"Guinea-Bissau",2.13249,114.46146,69.51317,65.14252,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.28281,73.1238,152379,153927,254296,127029,127267,306306,9,777.969921802522,1799.06789098093,1458156026.16376,1800,750,1.3737,34.04796,14.36601,0.64922,16.0912,6.78943,0.08313,2.06036,0.86934,122.92984,118.68518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72782,38.2356,15.21118,NA,NA,NA,NA,NA,NA,3.930509152,NA,NA,NA,73.00194,NA,71.25324,NA,27.68834,NA,NA,NA,427516,212960,214556,982000,939000,1921000,51.92515,NA,NA
"Guyana",5.88842,96.01876,90.35653,97.37594,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.54665,99.16869,41632,43559,74974,37392,37582,85191,6,4979.00218839886,8640.73737016211,3878662620.77146,8420,4770,0.9724,47.91655,27.82584,1.05818,52.1433,30.28038,0.1611,7.93842,4.60996,99.61203,97.81164,97.72779,99.2102,96.28949,11.62275,15.38762,7.78787,0.472,0.521,356,338,346,0.495,12.45,11.72,12.08,0.9687,0.9648,0.9728,0.8327,0.7546,0.7924,7.774,507.11785,294.49071,9.30185,352.36781,606.78316,13.7399,520.48742,896.28791,37.32583679,78.4443969726563,76.0156021118164,80.0721969604492,93.03217,82.33976,93.09037,80.3473,7.13001,7.934,NA,NA,85202,41790,43412,390000,393000,783000,23.1645,13.10207,20.29138
"Haiti",2.78047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,721936,747099,1619282,802443,816839,1469035,6,868.34202469407,1866.61758904114,9658721168.86849,1880,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.432,0.463,355,337,345,0.446,11.45,11.33,11.38,0.9283,0.9227,0.9343,0.7934,0.7313,0.7627,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.47362713,70.9182968139648,78.1483001708984,61.0811996459961,NA,NA,NA,NA,NA,NA,NA,NA,1464834,719770,745064,5705000,5558000,11263000,NA,NA,NA
"Heavily indebted poor countries (HIPC)",4.52308487892151,98.14653,78.14911,66.56745,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.92895,68.1693,63783141,65133189,108955661,54015903,54939758,128916330,NA,934.613745816671,2530.64447697397,729217800806.705,2457.48294370244,925.845309739161,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.54449,100.87377,41.21096,37.88848,44.47756,8.89416,7.30499,10.47029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3528385868905,NA,NA,NA,82.62392,32.8487,80.40995,35.18121,13.41082,21.16477,NA,NA,144643091,71498378,73144713,401828000,399877000,801709000,39.66142,NA,21.37058
"High income",5.12325000762939,102.13416,96.14082,98.03242,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.89119,98.16916,37582546,39490639,85191233,41504728,43686505,77073185,NA,44786.5796621349,50630.9621222157,54205741387665,50985.7502372799,44275.2246624646,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.34061,102.23994,105.75314,105.02394,106.44592,75.10247,83.59516,67.11292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.0157729115482,76.3378512688048,80.2279998512773,72.9029626316565,96.162,90.81931,96.15167,90.39525,12.82763,20.53038,NA,NA,146039988,71197241,74842747,609504000,604957000,1215080000,14.03652,NA,12.63098
"Honduras",6.0812,91.50589,80.92844,81.62433,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.71174,80.58021,591099,616011,1038988,508959,530029,1207110,12,2500.11321286023,5138.75245733876,23969890430.7882,4790,2350,2.87287,1077.58744,527.80781,1.48579,557.30875,272.97266,0.87808,362.9738,182.93782,91.56288,91.53496,52.17891,55.85643,48.64523,26.16422,30.28331,22.18382,0.478,0.502,399,401,400,0.49,10.22,9.75,9.98,0.9818,0.9798,0.9839,0.8826,0.8298,0.8565,21.43893,913.96721,447.66579,20.34188,424.75837,867.19876,40.93656,935.89174,1856.93795,31.7,86.3080978393555,90.0679016113281,83.5960006713867,79.29462,43.77822,80.09489,40.95284,10.08501,26.10908,45.02338,NA,2458638,1204132,1254506,4877000,4869000,9746000,25.59773,21.45735,16.65963
"Hong Kong SAR, China",3.32259,111.15675,NA,104.49423,551.1542741271,553.996910063517,548.459882103629,524.28311715195,542.079078052537,507.41521842237,516.686129547221,521.247988905728,512.362171874593,105.68992,103.41798,160683,183537,316862,152793,164069,344220,9,48675.6164599767,64596.5638523698,362682018243.286,67810,50300,0.73366,3346.36885,2506.54417,1.04048,4745.79994,3554.76569,0.9764,4453.54515,3335.8569,106.39242,108.61767,107.48979,105.79511,109.07498,76.92223,81.11762,72.89821,0.81,0.833,564,560,562,0.822,13.43,13.43,13.43,0.9907,0.9901,0.9913,0.965,0.9342,0.951,14.82783,9149.78412,6853.49974,22.03149,10183.06576,13594.9306,24.20304,11186.76576,14934.92311,89.41594465,75.2099990844727,78.5400009155273,71.8600006103516,NA,96.14117,95.45476,95.76465,18.77386,20.4093,17.65546,NA,487417,230128,257289,4056000,3451000,7508000,13.34788,NA,11.22247
"Hungary",4.71078,100.50428,90.10324,105.05003,481.082636356244,476.717094016631,485.530236171011,475.986672245033,489.107893220766,462.618816560382,480.911693882286,477.879958719725,484.000415442738,104.87696,105.21409,186154,195478,777827,378164,399663,381632,13,16161.9805101918,31102.5027541193,157882912778.254,29860,14780,0.76398,2013.27072,962.68139,1.8939,4990.86252,2386.47014,0.75745,1996.04727,954.44569,101.0917,100.80547,103.48996,103.56724,103.41694,48.50038,53.91295,43.34087,0.678,0.729,517,514,516,0.703,13.03,12.99,13.01,0.9955,0.9951,0.9958,0.9169,0.8183,0.8677,19.06479,5119.20505,2447.83942,23.05651,2960.35952,6191.0464,25.40887,3262.39297,6822.69369,76.07436064,72.9512023925781,76.9509963989258,69.8610992431641,91.52842,89.27911,90.83399,89.05489,16.73376,22.23213,13.1929,NA,1243039,605142,637897,5101000,4631000,9732000,10.76744,13.60645,10.01652
"IBRD only",NA,108.71766,93.9923,95.75261,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.25853,95.29148,197181843,215676420,477264977,227773849,249491128,412858263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.83406,106.68887,83.36442,84.0251,82.76125,42.24329,45.76876,38.99736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.63818,73.57131,94.32971,72.46928,19.09799,27.09563,NA,NA,700198285,335044247,365154038,NA,NA,NA,21.996,NA,17.23354
"Iceland",7.45988,100.34877,99.37185,98.16384,495.187376173876,500.062550451784,490.247935466018,473.974316767345,494.146417749358,453.536299360434,475.024106333758,479.226056292058,470.766764648463,101.91663,94.53957,15764,16732,29958,14770,15188,32496,10,73191.1163154337,57303.060783165,25878475760.1131,55190,67960,2.08427,367.62616,431.77724,2.0341,358.77724,421.38418,1.48559,262.0302,307.7547,100.35396,100.35144,117.51671,116.89988,118.11423,71.84501,94.42382,50.60147,0.723,0.758,504,489,497,0.74,13.45,13.35,13.4,0.9979,0.9977,0.9981,0.9632,0.9418,0.9524,22.10298,11622.25594,13650.34959,19.39879,11980.29305,10200.32719,27.31457,16868.91977,14362.62872,99.01095399,90.2083969116211,92.1978988647461,88.7562026977539,99.53291,91.2734,99.83367,90.18292,2.82355,14.73508,21.80108,NA,45442,22144,23298,177000,179000,356000,10.14405,8.71305,NA
"IDA & IBRD total",NA,104.33357,87.27028,88.64266,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.3002,88.96197,312692280,334832194,702715992,338704134,364011858,647524474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.90289,104.11087,71.9927,71.52855,72.42458,33.33187,35.18392,31.59636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.86708,63.32784,88.61307,63.41804,18.21813,27.70486,NA,NA,1005434207,484852777,520581430,NA,NA,NA,25.328,NA,18.02335
"IDA blend",NA,89.0625,66.66148,77.25067,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.84079,81.45536,37398411,39169486,77616640,37830539,39786101,76567897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.86368,93.05331,48.10633,45.36359,50.71425,10.30222,9.16547,11.39492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.17782,44.93787,70.51198,46.80114,23.62258,22.92669,NA,NA,133029064,64807379,68221685,NA,NA,NA,34.26502,NA,18.86477
"IDA only",NA,100.58095,79.50888,73.55166,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.49287,73.60674,78163158,80039827,147940492,73151414,74789078,158202985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.84122,102.73635,47.85161,46.16495,49.50134,11.69091,10.02354,13.33822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.13595,39.94525,81.34393,42.07594,13.45267,33.62235,NA,NA,172206858,85001151,87205707,NA,NA,NA,35.97722,NA,23.53348
"IDA total",NA,96.84973,NA,74.7889,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.25986,76.26928,115510437,119155774,225451015,110930285,114520730,234666211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.21745,99.57528,47.91952,45.86932,49.90544,11.22055,9.73328,12.67644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.64309,NA,43.6993,16.55957,29.94851,NA,NA,305235922,149808530,155427392,NA,NA,NA,35.45098,NA,21.68306
"India",3.84467,121.12737,93.02689,91.5993,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.11261,90.2357,58936027,65060457,177432640,83719711,93712929,123996484,8,2009.97885727039,7762.88176956734,2718732231257.57,7680,2020,1.09193,67857.70912,19956.54921,1.58988,98802.83706,29057.32754,1.09676,68158.05056,20044.87784,105.58101,112.95786,75.16113,76.62318,73.85735,28.06055,29.06165,27.17026,0.429,0.451,362,347,355,0.44,10.27,10.08,10.17,0.9606,0.9615,0.9596,0.8638,0.7901,0.8252,9.79172,480.73273,141.38064,16.8546,243.36012,827.49076,49.27271,711.43857,2419.08515,34.45,59.9392013549805,79.9310989379883,31.5526008605957,91.57047,61.63147,92.25734,60.94448,35.20809,50.51277,58.22413,NA,202154392,95821671,106332721,656288000,710130000,1366418000,32.74955,24.72586,28.52287
"Indonesia",3.5836,104.58971,90.9674,102.33484,378.66813229903,383.446724963073,373.734526797273,370.965381846226,383.432731143398,358.093604021833,396.070054650601,399.476850447326,392.552745754919,101.63944,102.99028,13495262,14244526,28008819,13592057,14416762,27739788,9,3893.59607757239,13079.619296594,1042173300625.55,12670,3840,1.52661,43638.33018,13141.89592,0.96743,27654.09568,8328.16576,0.56622,16185.37314,4874.30404,108.13289,106.41082,88.91017,90.04094,87.84292,36.31104,38.99366,33.75196,0.521,0.55,408,398,403,0.535,12.41,12.21,12.31,0.9746,0.9717,0.9777,0.8588,0.7975,0.8276,13.28127,1469.31538,442.49149,10.52216,350.56638,1164.07341,20.76979,691.98605,2297.77467,39.78748305,81.9134979248047,88.2637023925781,76.0851974487305,95.88766,78.73112,93.4963,77.64231,22.85452,42.14046,59.3951,NA,41727304,20268061,21459243,134356000,136270000,270626000,17.03493,27.26144,15.2071
"Iran, Islamic Rep.",3.95536,113.88066,97.51399,99.43879,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.08995,99.77029,3767693,3970754,6725422,3281851,3443571,7738447,9,5627.74926845456,21011.2883087802,454012768723.589,21050,5470,1.30822,22175.09335,5939.46756,1.36065,23063.80228,6177.50299,1.11698,18933.45672,5071.21437,107.69073,110.70754,86.31149,84.65444,87.9016,68.11609,62.85649,73.3309,0.565,0.602,446,420,432,0.591,11.65,11.7,11.68,0.9851,0.9844,0.9858,0.9406,0.9022,0.9209,11.11757,2240.22598,585.4408,17.52858,923.03878,3532.06581,24.15663,1272.06581,4867.63967,70.00455222,67.7600021362305,83.5599975585938,50.6300010681152,98.33842,81.37533,99.70291,82.33494,11.76776,13.05614,46.14479,NA,10942954,5331008,5611946,41024000,41890000,82914000,28.52479,14.77368,19.00886
"Iraq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2779139,2935645,5041050,2454963,2586087,5714784,6,5834.16621076061,17435.8539331446,224228010477.889,17210,5040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.386,0.412,377,353,363,0.398,7.04,6.73,6.89,0.9696,0.9667,0.9727,0.8743,0.8068,0.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.35999889,64.9774017333984,76.8598022460938,48.4631996154785,NA,NA,NA,NA,NA,NA,NA,NA,5568542,2708277,2860265,19418000,19892000,39310000,NA,NA,NA
"Ireland",3.71973,100.69429,97.31237,NA,499.632894037668,496.676173671907,502.623568613612,518.078459119394,529.62490239823,506.399419479229,496.113561872584,496.85137888611,495.367271959745,NA,NA,273338,285197,317453,155364,162089,558535,10,78806.431996268,83203.3946770927,382487490532.479,67050,61390,1.38809,4655.03812,4171.51932,1.3222,4434.09909,3973.52922,0.72838,2442.68534,2188.96361,101.00423,100.85278,125.30712,124.29288,126.28073,77.78062,81.99678,73.74135,NA,NA,537,538,538,0.806,NA,NA,13.71,0.9965,0.9961,0.9968,0.959,0.9322,0.9456,11.84396,8352.62758,7485.04016,15.8298,10003.97235,11163.52799,15.4857,9786.51082,10920.86061,84.52230206,81.2091979980469,85.4292984008789,77.742301940918,97.7316,98.6613,95.78041,97.33072,0.59519,0.28881,3.63106,NA,681847,333500,348347,2465000,2428000,4893000,16.06046,15.38655,NA
"Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80989.1722114502,NA,6770532818.53282,NA,75340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85000,NA,NA,NA
